administrador,usuario,presionó botón correcto,tiempo de interacción,mini juego,número de interacción por lección,color presionado,dificultad,fecha,juego,auto push,tiempo de lección,tiempo de sesión
,,,,,,,,,,,,
,,,,,,,,,,,,
,,1.0,0.7360533453185703,0.21985343681242436,0.4213371758781919,0.3667756167799751,0.13104359294241077,0.06991114400087486,0.1268995232906546,0.7367425498494783,0.3501201463365526,0.6755121849884892
,,0.7360533453185703,1.0,0.16834443673402316,0.49353473819775,0.5974933575892635,0.02051334186026403,0.0445035827614852,0.043143432750452085,0.9998696253100127,0.4751653065274128,0.9167708793726952
,,0.21985343681242436,0.16834443673402316,1.0,0.2276639061788034,0.08406170729308297,0.09463074368383861,0.25316023556765077,0.6976671622825523,0.1672042786637714,0.35246873960195746,0.045968405917937376
,,0.4213371758781919,0.49353473819775,0.2276639061788034,1.0,0.28786412351370505,0.22912667267475023,0.11239156378823462,0.17248115569858324,0.4958356740175814,0.2356346308237343,0.4546269787448649
,,0.3667756167799751,0.5974933575892635,0.08406170729308297,0.28786412351370505,1.0,0.0912360459890936,0.006808178245306375,0.010092433901970255,0.5971521710463399,0.2837829925184175,0.5475231041244283
,,0.13104359294241077,0.02051334186026403,0.09463074368383861,0.22912667267475023,0.0912360459890936,1.0,0.17364372456635066,0.16621661644897426,0.021104049164841317,0.14444661770991668,0.09918529910572413
,,0.06991114400087486,0.0445035827614852,0.25316023556765077,0.11239156378823462,0.006808178245306375,0.17364372456635066,1.0,0.31800533232114575,0.042303739392213636,0.02797674917327109,0.045538004695991945
,,0.1268995232906546,0.043143432750452085,0.6976671622825523,0.17248115569858324,0.010092433901970255,0.16621661644897426,0.31800533232114575,1.0,0.040756610870013144,0.026821100749081884,0.02828056259618913
,,0.7367425498494783,0.9998696253100127,0.1672042786637714,0.4958356740175814,0.5971521710463399,0.021104049164841317,0.042303739392213636,0.040756610870013144,1.0,0.475227264134647,0.9168904186767817
,,0.3501201463365526,0.4751653065274128,0.35246873960195746,0.2356346308237343,0.2837829925184175,0.14444661770991668,0.02797674917327109,0.026821100749081884,0.475227264134647,1.0,0.10955253646395215
,,0.6755121849884892,0.9167708793726952,0.045968405917937376,0.4546269787448649,0.5475231041244283,0.09918529910572413,0.045538004695991945,0.02828056259618913,0.9168904186767817,0.10955253646395215,1.0
