administrador,usuario,presionó botón correcto,tiempo de interacción,mini juego,número de interacción por lección,color presionado,dificultad,fecha,juego,auto push,tiempo de lección,tiempo de sesión
1.0,,0.09649447147116672,0.003118637628885724,0.043838030017519646,0.15217977260946552,0.04592090450514042,0.005525199192201052,0.9995953904074059,0.25438629951420555,0.023954815921122315,0.018273922397840564,0.024749281113589608
,,,,,,,,,,,,
0.09649447147116672,,1.0,0.7659082187235899,0.19434877809041798,0.38173373193380505,0.530188217498819,0.12858705260305353,0.09423805402480649,0.019999184597929546,0.634199468072908,0.3984879286061508,0.7014172180402621
0.003118637628885724,,0.7659082187235899,1.0,0.18917962090715493,0.5401881988049826,0.6908758991751668,0.15813275481550085,0.0035695204940680925,0.011749303996731538,0.7496573209527257,0.5203246784936678,0.9158738879325975
0.043838030017519646,,0.19434877809041798,0.18917962090715493,1.0,0.16456256414339093,0.05565870283947486,0.1862599520931656,0.030890856403082746,0.4260026667632639,0.12956679433928409,0.43278740839203067,0.051461540932492084
0.15217977260946552,,0.38173373193380505,0.5401881988049826,0.16456256414339093,1.0,0.5103335812236336,0.049830402194092155,0.14871444714766527,0.07122554758833587,0.258535388735173,0.28495608504916203,0.5015788185553144
0.04592090450514042,,0.530188217498819,0.6908758991751668,0.05565870283947486,0.5103335812236336,1.0,0.07297532155432528,0.049528734055378394,0.09813155664928709,0.5260572676634768,0.3605743947339848,0.6346819331152992
0.005525199192201052,,0.12858705260305353,0.15813275481550085,0.1862599520931656,0.049830402194092155,0.07297532155432528,1.0,0.014389104022125206,0.45539333241288504,0.1585614452329054,0.18015580955805857,0.06809204398205737
0.9995953904074059,,0.09423805402480649,0.0035695204940680925,0.030890856403082746,0.14871444714766527,0.049528734055378394,0.014389104022125206,1.0,0.273071139354343,0.02099647487019145,0.015970271374487022,0.02449524729886938
0.25438629951420555,,0.019999184597929546,0.011749303996731538,0.4260026667632639,0.07122554758833587,0.09813155664928709,0.45539333241288504,0.273071139354343,1.0,0.054583574979903446,0.05397873348426157,0.015069176028847477
0.023954815921122315,,0.634199468072908,0.7496573209527257,0.12956679433928409,0.258535388735173,0.5260572676634768,0.1585614452329054,0.02099647487019145,0.054583574979903446,1.0,0.3858439145609774,0.6791612636693262
0.018273922397840564,,0.3984879286061508,0.5203246784936678,0.43278740839203067,0.28495608504916203,0.3605743947339848,0.18015580955805857,0.015970271374487022,0.05397873348426157,0.3858439145609774,1.0,0.17911654316410563
0.024749281113589608,,0.7014172180402621,0.9158738879325975,0.051461540932492084,0.5015788185553144,0.6346819331152992,0.06809204398205737,0.02449524729886938,0.015069176028847477,0.6791612636693262,0.17911654316410563,1.0
